REGISTRATION_DATE,REGISTRATION_COUNTRY,PURCHASE_COUNT,PURCHASE_COUNT_DELIVERY,PURCHASE_COUNT_TAKEAWAY,FIRST_PURCHASE_DAY,LAST_PURCHASE_DAY,USER_ID,BREAKFAST_PURCHASES,LUNCH_PURCHASES,EVENING_PURCHASES,DINNER_PURCHASES,LATE_NIGHT_PURCHASES,TOTAL_PURCHASES_EUR,DISTINCT_PURCHASE_VENUE_COUNT,MIN_PURCHASE_VALUE_EUR,MAX_PURCHASE_VALUE_EUR,AVG_PURCHASE_VALUE_EUR,PREFERRED_DEVICE,IOS_PURCHASES,WEB_PURCHASES,ANDROID_PURCHASES,PREFERRED_RESTAURANT_TYPES,USER_HAS_VALID_PAYMENT_METHOD,MOST_COMMON_HOUR_OF_THE_DAY_TO_PURCHASE,MOST_COMMON_WEEKDAY_TO_PURCHASE,AVG_DAYS_BETWEEN_PURCHASES,MEDIAN_DAYS_BETWEEN_PURCHASES,AVERAGE_DELIVERY_DISTANCE_KMS,PURCHASE_COUNT_BY_STORE_TYPE,Purchase_Frequency
2019-09-20,DNK,13,13,0,2020-02-05,2020-10-27,14440,0,0,2,11,0,397.716,1,19.266,40.64,30.36,web,13,0,0,unknown,False,21,Wednesday,22,9,10.283,"{
  ""General merchandise"": 1,
  ""Grocery"": 6,
  ""Pet supplies"": 0,
  ""Restaurant"": 6,
  ""Retail store"": 0
}",Moderate
2019-09-20,FIN,5,0,5,2019-09-20,2020-04-03,14441,0,4,0,1,0,146.74,3,25.35,30.48,29.348,android,0,0,5,unknown,False,6,Saturday,49,29,10.168,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,3,3,0,2019-11-11,2020-08-05,14444,0,1,1,1,0,65.78,2,17.238,25.4,22.264,web,0,3,0,unknown,True,7,Thursday,134,134,10.808,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,16,16,0,2019-11-22,2020-08-02,14445,0,2,13,1,0,298.54,5,14.196,30.48,18.216,android,0,0,16,unknown,False,12,Tuesday,17,7,4.653,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 8,
  ""Retail store"": 8
}",Moderate
2019-09-20,FIN,1,1,0,2019-09-20,2019-09-20,14446,0,0,0,1,0,35.42,1,35.49,35.56,35.42,android,0,0,1,unknown,True,21,Monday,64,55,0.496,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,2,1,1,2019-09-20,2020-06-15,14448,0,0,0,2,0,245.916,2,64.896,182.88,123.464,android,0,0,2,unknown,False,17,Wednesday,269,269,2.458,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,1,1,0,2019-09-20,2019-09-20,14449,0,1,0,0,0,49.588,1,49.686,49.784,49.588,android,0,0,1,unknown,False,18,Tuesday,64,55,5.427,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,2,2,0,2019-09-20,2020-01-10,14452,0,1,0,1,0,115.368,1,57.798,57.912,57.684,ios,2,0,0,unknown,True,5,Monday,112,112,5.111,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,6,6,0,2019-09-20,2020-08-19,14454,0,2,1,2,0,121.44,4,17.238,24.384,20.24,web,0,1,5,unknown,True,10,Sunday,67,56,10.763,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Infrequent
2019-09-20,FIN,1,1,0,2020-10-03,2020-10-03,14456,0,0,0,1,0,29.348,1,29.406,29.464,29.348,web,0,0,1,unknown,True,2,Friday,64,55,6.569,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,1,1,0,2019-09-20,2019-09-20,14457,0,0,0,1,0,34.408,1,34.476,34.544,34.408,ios,1,0,0,unknown,False,13,Tuesday,64,55,8.623,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,GRC,23,23,0,2019-09-20,2020-10-24,14460,0,2,13,8,0,585.948,21,6.084,44.704,25.3,ios,23,0,0,unknown,True,18,Wednesday,18,11,6.126,"{
  ""General merchandise"": 1,
  ""Grocery"": 11,
  ""Pet supplies"": 0,
  ""Restaurant"": 11,
  ""Retail store"": 0
}",Moderate
2019-09-20,DNK,26,22,4,2020-04-13,2020-08-14,14461,0,12,3,11,0,882.464,12,20.28,81.28,34.408,ios,26,0,0,unknown,True,11,Sunday,5,3,10.143,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 13,
  ""Retail store"": 13
}",Frequent
2019-09-20,DNK,4,4,0,2020-05-08,2020-06-07,14462,1,1,0,2,0,257.048,4,60.84,73.152,64.768,ios,4,0,0,unknown,False,22,Friday,10,8,10.139,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Moderate
2019-09-20,FIN,2,2,0,2020-09-28,2020-10-19,14466,0,2,0,0,0,51.612,2,20.28,31.496,26.312,ios,2,0,0,unknown,False,3,Saturday,21,21,3.886,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Moderate
2019-09-20,DNK,3,3,0,2019-09-20,2020-06-08,14468,0,0,0,3,0,178.112,3,49.686,77.216,59.708,web,0,3,0,unknown,True,8,Saturday,131,131,2.794,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,1,1,0,2019-09-20,2019-09-20,14472,0,0,0,1,0,34.408,1,34.476,34.544,34.408,android,0,0,1,unknown,True,10,Tuesday,64,55,7.285,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,4,4,0,2019-09-20,2020-05-29,14474,0,1,0,3,0,371.404,4,59.826,121.92,93.104,web,0,1,3,unknown,True,13,Tuesday,84,79,11.81,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,4,4,0,2019-09-20,2020-07-02,14475,0,2,0,2,0,108.284,1,22.308,32.512,27.324,ios,4,0,0,unknown,False,3,Thursday,95,127,4.672,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,2,2,0,2019-09-20,2019-11-22,14476,0,0,0,2,0,45.54,2,20.28,25.4,22.264,web,1,1,0,unknown,True,6,Saturday,63,63,10.542,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,3,3,0,2019-09-20,2019-11-28,14480,0,0,0,3,0,145.728,2,44.616,53.848,48.576,android,0,0,3,unknown,False,15,Tuesday,35,35,1.564,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,4,3,1,2019-10-27,2020-09-25,14481,0,0,0,4,0,140.668,4,31.434,41.656,35.42,ios,4,0,0,unknown,False,8,Monday,111,15,6.807,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,6,5,1,2019-09-20,2020-06-30,14482,0,2,0,4,0,267.168,4,30.42,58.928,44.528,web,0,6,0,unknown,True,8,Thursday,57,18,1.455,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Infrequent
2019-09-20,FIN,1,1,0,2019-09-20,2019-09-20,14484,0,0,0,1,0,22.264,1,22.308,22.352,22.264,web,0,1,0,unknown,True,8,Sunday,64,55,2.108,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,1,1,0,2019-09-20,2019-09-20,14485,0,0,0,1,0,25.3,1,25.35,25.4,25.3,ios,1,0,0,unknown,False,3,Sunday,64,55,7.196,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,8,3,5,2019-09-20,2020-09-03,14486,0,1,0,7,0,383.548,6,21.294,120.904,47.564,web,7,1,0,unknown,True,2,Tuesday,50,15,4.165,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 4
}",Infrequent
2019-09-20,DNK,6,0,6,2019-09-20,2020-01-11,14487,0,2,0,4,0,276.276,2,29.406,88.392,46.552,ios,6,0,0,unknown,True,13,Tuesday,23,23,7.219,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Moderate
2019-09-20,GRC,5,5,0,2019-09-20,2020-02-15,14489,0,0,2,3,0,32.384,3,6.084,8.128,6.072,ios,5,0,0,unknown,True,2,Thursday,37,9,8.917,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,1,1,0,2020-10-23,2020-10-23,14490,0,0,1,0,0,25.3,1,25.35,25.4,25.3,ios,1,0,0,unknown,True,6,Thursday,64,55,8.226,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,15,15,0,2019-09-20,2020-10-18,14494,0,6,1,8,0,432.124,12,15.21,55.88,28.336,web,9,6,0,unknown,True,14,Saturday,28,7,0.334,"{
  ""General merchandise"": 1,
  ""Grocery"": 7,
  ""Pet supplies"": 0,
  ""Restaurant"": 7,
  ""Retail store"": 0
}",Moderate
2019-09-20,FIN,6,6,0,2019-09-28,2020-10-31,14495,0,2,0,4,0,141.68,3,14.196,41.656,23.276,ios,6,0,0,unknown,True,7,Saturday,80,71,4.946,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Infrequent
2019-09-20,GRC,1,1,0,2019-09-20,2019-09-20,14496,0,0,0,1,0,12.144,1,12.168,12.192,12.144,web,0,1,0,unknown,True,8,Sunday,64,55,3.228,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,1,1,0,2020-10-22,2020-10-22,14498,0,0,0,1,0,14.168,1,14.196,14.224,14.168,android,0,0,1,unknown,True,6,Sunday,64,55,8.289,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,1,1,0,2019-09-20,2019-09-20,14502,0,0,0,1,0,111.32,1,111.54,111.76,111.32,web,0,1,0,unknown,True,18,Tuesday,64,55,1.747,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,2,2,0,2019-09-20,2019-09-21,14503,0,0,0,2,0,35.42,2,17.238,18.288,17.204,web,0,2,0,unknown,True,13,Sunday,1,1,6.123,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Frequent
2019-09-20,FIN,14,14,0,2019-09-20,2019-12-19,14504,0,1,6,7,0,220.616,4,14.196,20.32,16.192,android,0,0,14,unknown,True,17,Saturday,7,5,4.601,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 7,
  ""Retail store"": 7
}",Frequent
2019-09-20,FIN,7,6,1,2019-09-22,2020-06-13,14505,0,6,0,1,0,136.62,2,10.14,34.544,19.228,android,0,0,7,unknown,False,23,Saturday,44,46,2.821,"{
  ""General merchandise"": 1,
  ""Grocery"": 3,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,5,5,0,2019-10-11,2020-10-27,14506,0,1,0,4,0,147.752,3,16.224,48.768,29.348,ios,5,0,0,unknown,False,6,Monday,96,51,11.232,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,3,3,0,2019-09-27,2020-05-14,14510,0,0,0,3,0,153.824,3,45.63,57.912,51.612,ios,3,0,0,unknown,False,17,Wednesday,115,115,11.537,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,2,2,0,2019-09-20,2019-09-20,14512,0,0,0,2,0,48.576,2,20.28,27.432,24.288,ios,2,0,0,unknown,False,18,Tuesday,0,0,9.529,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",
2019-09-20,DNK,4,4,0,2019-10-05,2020-01-06,14513,0,0,0,4,0,82.984,2,16.224,32.512,20.24,ios,1,3,0,unknown,True,21,Saturday,31,31,11.042,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,22,21,1,2019-09-20,2020-10-29,14515,0,4,0,18,0,822.756,7,20.28,48.768,37.444,web,18,4,0,unknown,True,21,Tuesday,19,11,5.531,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 11,
  ""Retail store"": 11
}",Moderate
2019-09-20,DNK,6,6,0,2019-09-20,2020-10-04,14516,0,2,0,4,0,218.592,2,24.336,58.928,36.432,web,5,1,0,unknown,True,15,Monday,76,50,11.943,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Infrequent
2019-09-20,FIN,3,3,0,2019-09-20,2020-08-11,14517,0,2,0,1,0,74.888,3,22.308,27.432,25.3,android,0,0,3,unknown,True,9,Thursday,163,163,7.27,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,1,1,0,2019-09-20,2019-09-20,14518,0,0,0,1,0,47.564,1,47.658,47.752,47.564,web,0,1,0,unknown,True,1,Sunday,64,55,6.487,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,1,1,0,2019-09-20,2019-09-20,14519,0,0,0,1,0,44.528,1,44.616,44.704,44.528,android,0,0,1,unknown,False,4,Saturday,64,55,4.426,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,4,4,0,2019-09-20,2020-09-09,14521,0,0,0,4,0,135.608,4,21.294,39.624,33.396,web,0,4,0,unknown,True,0,Wednesday,118,92,6.411,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,3,3,0,2019-09-20,2019-12-20,14522,0,2,0,1,0,90.068,3,20.28,39.624,30.36,android,0,0,3,unknown,True,4,Tuesday,46,46,2.899,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-20,GRC,8,8,0,2019-11-30,2020-07-03,14523,0,5,0,3,0,157.872,5,11.154,32.512,20.24,android,0,0,8,unknown,False,15,Saturday,31,7,1.055,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 4
}",Infrequent
2019-09-20,FIN,6,6,0,2019-09-20,2020-10-24,14525,0,2,1,3,0,180.136,3,23.322,40.64,30.36,web,0,6,0,unknown,True,6,Wednesday,80,62,0.973,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Infrequent
2019-09-20,FIN,12,12,0,2019-09-24,2020-02-18,14527,0,8,1,3,0,163.944,1,10.14,17.272,14.168,ios,12,0,0,unknown,True,18,Sunday,13,4,6.377,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 6,
  ""Retail store"": 6
}",Moderate
2019-09-20,GRC,1,1,0,2019-09-20,2019-09-20,14533,0,0,0,1,0,18.216,1,18.252,18.288,18.216,ios,1,0,0,unknown,True,7,Wednesday,64,55,5.201,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,4,4,0,2019-09-20,2020-08-05,14535,0,3,0,1,0,104.236,2,16.224,35.56,26.312,android,0,0,4,unknown,False,20,Sunday,107,70,0.834,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,3,3,0,2019-09-20,2019-10-13,14537,0,2,0,1,0,93.104,3,23.322,41.656,31.372,web,0,3,0,unknown,True,16,Wednesday,12,12,3.968,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Moderate
2019-09-20,GRC,7,7,0,2020-03-20,2020-04-02,14539,0,7,0,0,0,55.66,4,6.084,11.176,8.096,ios,0,7,0,unknown,True,22,Wednesday,2,2,6.484,"{
  ""General merchandise"": 1,
  ""Grocery"": 3,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Frequent
2019-09-20,FIN,13,8,5,2019-09-20,2020-10-31,14540,1,6,0,6,0,304.612,6,11.154,39.624,23.276,web,8,5,0,unknown,True,4,Saturday,34,6,0.582,"{
  ""General merchandise"": 1,
  ""Grocery"": 6,
  ""Pet supplies"": 0,
  ""Restaurant"": 6,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,1,1,0,2019-09-20,2019-09-20,14541,0,0,0,1,0,47.564,1,47.658,47.752,47.564,web,0,1,0,unknown,True,18,Wednesday,64,55,1.653,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,20,20,0,2019-11-07,2020-08-21,14543,1,16,0,3,0,354.2,7,14.196,34.544,17.204,web,0,20,0,unknown,True,4,Tuesday,15,3,9.424,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 10,
  ""Retail store"": 10
}",Moderate
2019-09-20,FIN,22,22,0,2019-09-20,2020-10-30,14546,0,2,0,20,0,906.752,6,14.196,59.944,41.492,web,0,22,0,unknown,True,9,Wednesday,19,16,10.57,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 11,
  ""Retail store"": 11
}",Moderate
2019-09-20,DNK,2,2,0,2019-10-13,2019-10-30,14547,0,0,1,1,0,31.372,2,11.154,19.304,15.18,ios,0,2,0,unknown,True,1,Thursday,17,17,8.53,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Moderate
2019-09-20,DNK,4,2,2,2020-02-22,2020-10-03,14549,0,0,0,4,0,77.924,2,10.14,36.576,19.228,web,4,0,0,unknown,False,8,Thursday,75,21,6.948,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,1,1,0,2020-08-06,2020-08-06,14551,0,0,0,1,0,32.384,1,32.448,32.512,32.384,ios,1,0,0,unknown,True,0,Tuesday,64,55,10.673,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,1,1,0,2019-09-20,2019-09-20,14552,0,0,0,1,0,18.216,1,18.252,18.288,18.216,android,0,0,1,unknown,False,4,Wednesday,64,55,7.642,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,6,6,0,2019-09-20,2020-09-05,14553,0,0,0,6,0,173.052,3,18.252,46.736,29.348,ios,6,0,0,unknown,True,10,Wednesday,70,22,7.618,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Infrequent
2019-09-20,DNK,1,1,0,2019-09-20,2019-09-20,14555,0,0,0,1,0,18.216,1,18.252,18.288,18.216,ios,1,0,0,unknown,True,23,Tuesday,64,55,5.218,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,11,11,0,2019-11-09,2020-10-16,14557,0,9,0,2,0,403.788,5,22.308,51.816,36.432,android,0,0,11,unknown,True,4,Thursday,34,16,10.0,"{
  ""General merchandise"": 1,
  ""Grocery"": 5,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,1,1,0,2019-09-20,2019-09-20,14558,0,0,0,1,0,38.456,1,38.532,38.608,38.456,web,0,1,0,unknown,True,21,Thursday,64,55,6.928,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,5,1,4,2019-09-20,2019-11-08,14559,0,0,0,5,0,81.972,2,13.182,20.32,16.192,ios,5,0,0,unknown,True,19,Thursday,12,12,11.024,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Moderate
2019-09-20,GRC,5,5,0,2019-09-20,2020-02-05,14560,0,1,1,3,0,43.516,4,6.084,13.208,9.108,android,0,0,5,unknown,True,5,Tuesday,35,33,1.48,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,79,79,0,2019-09-20,2020-10-30,14561,0,9,1,69,0,2972.244,7,26.364,66.04,37.444,android,0,0,79,unknown,False,1,Monday,5,3,9.198,"{
  ""General merchandise"": 0,
  ""Grocery"": 39,
  ""Pet supplies"": 1,
  ""Restaurant"": 39,
  ""Retail store"": 0
}",Frequent
2019-09-20,FIN,3,3,0,2019-09-20,2019-11-23,14563,0,1,0,2,0,63.756,1,16.224,30.48,21.252,ios,3,0,0,unknown,True,15,Sunday,32,32,5.952,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,5,5,0,2019-09-20,2020-10-25,14564,0,0,0,5,0,251.988,4,23.322,78.232,50.6,ios,5,0,0,unknown,True,4,Saturday,100,82,5.712,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,3,3,0,2019-10-11,2020-09-04,14565,0,0,2,1,0,67.804,3,20.28,24.384,22.264,ios,3,0,0,unknown,False,14,Wednesday,165,165,7.109,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-20,FIN,2,2,0,2019-09-20,2020-05-15,14567,0,0,0,2,0,82.984,2,36.504,46.736,41.492,android,0,0,2,unknown,False,18,Sunday,238,238,10.704,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-20,DNK,8,8,0,2019-09-20,2020-10-21,14568,0,0,0,8,0,498.916,5,39.546,108.712,62.744,web,5,3,0,unknown,True,4,Saturday,57,27,5.789,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 4
}",Infrequent
2019-09-20,FIN,12,12,0,2019-09-27,2020-09-20,14569,0,5,0,6,0,253.0,4,17.238,29.464,21.252,android,0,0,12,unknown,False,15,Thursday,33,21,7.342,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 6,
  ""Retail store"": 6
}",Infrequent
2019-09-20,FIN,16,16,0,2019-09-28,2020-10-23,14571,0,10,0,6,0,372.416,4,13.182,29.464,23.276,ios,16,0,0,unknown,True,13,Thursday,26,12,6.343,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 8,
  ""Retail store"": 8
}",Moderate
2019-09-20,FIN,1,1,0,2020-04-19,2020-04-19,14572,0,1,0,0,0,26.312,1,26.364,26.416,26.312,android,0,0,1,unknown,True,2,Sunday,64,55,3.009,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
